constructed_group_id,regime,size,members,anchors,n_examples,n_train,n_val,n_test,heterogeneity
ran_022325,random,2,149|956,956,1,1,0,0,0.986
ran_022326,random,3,193|956|1629,956,1,1,0,0,0.5974
ran_022327,random,3,903|956|1020,956,1,1,0,0,0.6624
ran_022328,random,2,957|1464,957,1,1,0,0,0.7215
ran_022329,random,2,957|1202,957,1,1,0,0,0.9124
ran_022330,random,2,216|957,957,1,1,0,0,0.0431
ran_022331,random,2,957|1561,957,1,1,0,0,0.8499
ran_022332,random,5,56|78|957|1421|1502,957,1,1,0,0,0.9052
ran_022333,random,2,167|957,957,1,1,0,0,0.8464
ran_022334,random,2,413|958,958,1,1,0,0,0.8363
ran_022335,random,2,560|959,959,1,1,0,0,0.5393
ran_022336,random,2,562|959,959,1,1,0,0,0.4703
ran_022337,random,2,959|1292,959,1,1,0,0,0.6875
ran_022338,random,2,960|978,960,1,1,0,0,0.7777
ran_022339,random,3,241|960|1019,960,1,1,0,0,0.8249
ran_022340,random,4,323|844|960|1129,960,1,1,0,0,0.4714
ran_022341,random,2,889|960,960,1,1,0,0,0.5678
ran_022342,random,2,731|960,960,1,1,0,0,0.4819
ran_022343,random,3,771|960|1569,960,1,1,0,0,0.8138
ran_022344,random,2,866|961,961,1,1,0,0,0.954
ran_022345,random,3,608|961|1192,961,1,1,0,0,0.8302
ran_022346,random,3,533|962|1089,962,1,1,0,0,0.8346
ran_022347,random,2,276|962,962,1,1,0,0,0.832
ran_022348,random,2,340|963,963,1,1,0,0,0.9095
ran_022349,random,2,963|1368,963,1,1,0,0,0.8831
ran_022350,random,2,964|1391,964,1,1,0,0,0.8408
ran_022351,random,2,118|966,966,1,1,0,0,0.8578
ran_022352,random,2,966|1405,966,1,1,0,0,0.6256
ran_022353,random,3,966|1054|1230,966,1,1,0,0,0.738
ran_022354,random,3,762|966|1408,966,1,1,0,0,0.4531
ran_022355,random,2,339|967,967,1,1,0,0,0.74
ran_022356,random,3,285|967|1121,967,1,1,0,0,0.9489
ran_022357,random,3,966|967|996,967,1,1,0,0,0.8684
ran_022358,random,2,281|967,967,1,1,0,0,0.9058
ran_022359,random,2,60|967,967,1,1,0,0,0.6413
ran_022360,random,2,968|1185,968,1,1,0,0,0.802
ran_022361,random,3,748|968|1562,968,1,1,0,0,0.5224
ran_022362,random,3,236|968|1629,968,1,1,0,0,0.7971
ran_022363,random,3,252|968|1576,968,1,1,0,0,0.3789
ran_022364,random,2,968|1550,968,1,1,0,0,0.5613
ran_022365,random,2,968|1533,968,1,1,0,0,0.8619
ran_022366,random,2,968|1268,968,1,1,0,0,0.6407
ran_022367,random,3,968|1264|1524,968,1,1,0,0,0.9032
ran_022368,random,2,60|968,968,1,1,0,0,0.9897
ran_022369,random,3,397|757|968,968,1,1,0,0,0.6498
ran_022370,random,4,457|475|879|969,969,1,1,0,0,0.7778
ran_022371,random,2,952|969,969,1,1,0,0,0.9216
ran_022372,random,3,362|970|1080,970,1,1,0,0,0.4027
ran_022373,random,2,832|970,970,1,1,0,0,0.3555
ran_022374,random,4,239|374|455|970,970,1,1,0,0,0.6072
ran_022375,random,3,127|239|972,972,1,1,0,0,0.7344
ran_022376,random,2,508|972,972,1,1,0,0,0.963
ran_022377,random,2,802|973,973,1,1,0,0,0.9731
ran_022378,random,2,846|973,973,1,1,0,0,0.9913
ran_022379,random,2,491|973,973,1,1,0,0,0.7571
ran_022380,random,2,711|973,973,1,1,0,0,0.9462
ran_022381,random,3,6|684|974,974,1,1,0,0,0.4047
ran_022382,random,2,825|974,974,1,1,0,0,0.8896
ran_022383,random,2,187|975,975,1,1,0,0,0.9809
ran_022384,random,4,231|444|975|1137,975,1,1,0,0,0.5939
ran_022385,random,2,975|1137,975,1,1,0,0,0.7484
ran_022386,random,2,975|1579,975,1,1,0,0,0.9157
ran_022387,random,5,953|975|1103|1335|1389,975,1,1,0,0,0.6956
ran_022388,random,2,368|975,975,1,1,0,0,0.2984
ran_022389,random,3,299|840|975,975,1,1,0,0,0.8623
ran_022390,random,4,622|975|1591|1637,975,1,1,0,0,0.7009
ran_022391,random,2,975|1529,975,1,1,0,0,0.462
ran_022392,random,2,20|977,977,1,1,0,0,0.784
ran_022393,random,2,520|977,977,1,1,0,0,0.7136
ran_022394,random,5,288|515|978|990|1150,978,1,1,0,0,0.7765
ran_022395,random,5,16|565|979|1256|1502,979,1,1,0,0,0.8914
ran_022396,random,5,118|912|979|1608|1618,979,1,1,0,0,0.634
ran_022397,random,2,330|979,979,1,1,0,0,0.8147
ran_022398,random,2,979|1372,979,1,1,0,0,0.1694
ran_022399,random,3,980|1277|1281,980,1,1,0,0,0.9261
ran_022400,random,2,980|1136,980,1,1,0,0,0.9356
ran_022401,random,2,597|980,980,1,1,0,0,0.8518
ran_022402,random,2,729|980,980,1,1,0,0,0.7778
ran_022403,random,3,354|850|980,980,1,1,0,0,0.8735
ran_022404,random,3,219|269|980,980,1,1,0,0,0.718
ran_022405,random,4,249|981|1048|1242,981,1,1,0,0,0.8862
ran_022406,random,2,630|982,982,1,1,0,0,0.796
ran_022407,random,2,794|982,982,1,1,0,0,0.7289
ran_022408,random,2,582|982,982,1,1,0,0,0.7137
ran_022409,random,2,408|982,982,1,1,0,0,0.9274
ran_022410,random,2,982|1519,982,1,1,0,0,0.735
ran_022411,random,2,982|1186,982,1,1,0,0,0.4994
ran_022412,random,2,930|983,983,1,1,0,0,0.158
ran_022413,random,2,811|984,984,1,1,0,0,0.9245
ran_022414,random,2,311|984,984,1,1,0,0,0.8332
ran_022415,random,2,984|1147,984,1,1,0,0,0.8096
ran_022416,random,2,611|984,984,1,1,0,0,0.6872
ran_022417,random,2,936|984,984,1,1,0,0,0.9058
ran_022418,random,3,20|984|1386,984,1,1,0,0,0.1912
ran_022419,random,2,341|984,984,1,1,0,0,0.9061
ran_022420,random,3,1|772|984,984,1,1,0,0,0.5706
ran_022421,random,5,203|376|970|984|1093,984,1,1,0,0,0.7102
ran_022422,random,3,901|984|1537,984,1,1,0,0,0.8319
ran_022423,random,2,984|1275,984,1,1,0,0,0.5541
ran_022424,random,3,607|985|1328,985,1,1,0,0,0.9149
ran_022425,random,2,985|1113,985,1,1,0,0,0.9143
ran_022426,random,3,81|582|985,985,1,1,0,0,0.5143
ran_022427,random,3,985|1200|1658,985,1,1,0,0,0.5548
ran_022428,random,2,3|985,985,1,1,0,0,0.6312
ran_022429,random,3,573|818|985,985,1,1,0,0,0.6393
ran_022430,random,5,267|569|621|770|985,985,1,1,0,0,0.5612
ran_022431,random,3,862|985|1484,985,1,1,0,0,0.7568
ran_022432,random,4,985|1039|1264|1482,985,1,1,0,0,0.6253
ran_022433,random,2,903|985,985,1,1,0,0,0.7427
ran_022434,random,2,362|985,985,1,1,0,0,0.489
ran_022435,random,2,49|985,985,1,1,0,0,0.6678
ran_022436,random,4,60|419|714|987,987,1,1,0,0,0.834
ran_022437,random,2,78|988,988,1,1,0,0,0.8215
ran_022438,random,2,441|988,988,1,1,0,0,0.5994
ran_022439,random,2,971|988,988,1,1,0,0,0.9738
ran_022440,random,3,123|988|1143,988,1,1,0,0,0.5034
ran_022441,random,2,23|989,989,1,1,0,0,0.7295
ran_022442,random,3,659|989|1009,989,1,1,0,0,0.9656
ran_022443,random,3,333|570|989,989,1,1,0,0,0.8929
ran_022444,random,3,989|1178|1431,989,1,1,0,0,0.8422
ran_022445,random,5,596|603|625|989|1164,989,1,1,0,0,0.7672
ran_022446,random,3,60|340|990,990,1,1,0,0,0.8214
ran_022447,random,2,990|1140,990,1,1,0,0,0.6369
ran_022448,random,2,990|1638,990,1,1,0,0,0.5866
ran_022449,random,2,990|1339,990,1,1,0,0,0.7002
ran_022450,random,4,35|271|990|1584,990,1,1,0,0,0.6648
ran_022451,random,2,948|990,990,1,1,0,0,0.5871
ran_022452,random,2,559|990,990,1,1,0,0,0.6528
ran_022453,random,3,640|842|990,990,1,1,0,0,0.6881
ran_022454,random,2,46|990,990,1,1,0,0,0.6096
ran_022455,random,3,631|928|990,990,1,1,0,0,0.7372
ran_022456,random,2,990|1212,990,1,1,0,0,0.6958
ran_022457,random,3,466|990|1645,990,1,1,0,0,0.7995
ran_022458,random,2,325|991,991,1,1,0,0,0.8412
ran_022459,random,2,991|1633,991,1,1,0,0,0.8932
ran_022460,random,2,991|1478,991,1,1,0,0,0.9792
ran_022461,random,3,873|884|991,991,1,1,0,0,0.8793
ran_022462,random,4,301|330|627|991,991,1,1,0,0,0.6846
ran_022463,random,2,991|1349,991,1,1,0,0,0.3397
ran_022464,random,4,991|1257|1267|1277,991,1,1,0,0,0.8291
ran_022465,random,2,49|991,991,1,1,0,0,0.8677
ran_022466,random,2,37|992,992,1,1,0,0,0.8965
ran_022467,random,2,100|992,992,1,1,0,0,0.8786
ran_022468,random,2,992|1186,992,1,1,0,0,0.301
ran_022469,random,2,992|1204,992,1,1,0,0,0.7603
ran_022470,random,2,992|1248,992,1,1,0,0,0.5657
ran_022471,random,3,119|992|1534,992,1,1,0,0,0.6333
ran_022472,random,4,560|864|992|1120,992,1,1,0,0,0.8068
ran_022473,random,4,116|569|992|1210,992,1,1,0,0,0.5457
ran_022474,random,2,129|993,993,1,1,0,0,0.7431
ran_022475,random,4,448|993|1277|1626,993,1,1,0,0,0.667
ran_022476,random,3,728|993|1627,993,1,1,0,0,0.691
ran_022477,random,2,993|1503,993,1,1,0,0,0.8364
ran_022478,random,2,404|993,993,1,1,0,0,0.77
ran_022479,random,2,947|993,993,1,1,0,0,0.5255
ran_022480,random,2,331|994,994,1,1,0,0,0.7594
ran_022481,random,2,994|1551,994,1,1,0,0,0.2798
ran_022482,random,2,127|994,994,1,1,0,0,0.8408
ran_022483,random,2,995|1429,995,1,1,0,0,0.8274
ran_022484,random,2,730|995,995,1,1,0,0,0.876
ran_022485,random,3,342|490|995,995,1,1,0,0,0.7123
ran_022486,random,2,995|1449,995,1,1,0,0,0.8792
ran_022487,random,2,995|1414,995,1,1,0,0,0.7836
ran_022488,random,2,995|1052,995,1,1,0,0,0.4695
ran_022489,random,3,225|995|1519,995,1,1,0,0,0.771
ran_022490,random,2,995|1129,995,1,1,0,0,0.7323
ran_022491,random,2,134|995,995,1,1,0,0,0.677
ran_022492,random,4,410|995|1325|1646,995,1,1,0,0,0.9166
ran_022493,random,4,109|400|997|1189,997,1,1,0,0,0.533
ran_022494,random,3,955|997|1358,997,1,1,0,0,0.6886
ran_022495,random,2,61|997,997,1,1,0,0,0.4997
ran_022496,random,2,998|1521,998,1,1,0,0,0.985
ran_022497,random,2,998|1610,998,1,1,0,0,0.9659
ran_022498,random,2,469|999,999,1,1,0,0,0.9383
ran_022499,random,2,999|1248,999,1,1,0,0,0.408
ran_022500,random,2,281|999,999,1,1,0,0,0.7451
ran_022501,random,4,18|97|999|1120,999,1,1,0,0,0.7355
ran_022502,random,2,999|1615,999,1,1,0,0,0.8898
ran_022503,random,2,918|1000,1000,1,1,0,0,0.5619
ran_022504,random,2,493|1000,1000,1,1,0,0,0.193
ran_022505,random,3,729|1000|1034,1000,1,1,0,0,0.6132
ran_022506,random,5,429|660|684|982|1000,1000,1,1,0,0,0.8034
ran_022507,random,2,1000|1225,1000,1,1,0,0,0.7739
ran_022508,random,4,21|185|678|1000,1000,1,1,0,0,0.6008
ran_022509,random,2,1000|1618,1000,1,1,0,0,0.7578
ran_022510,random,4,39|164|883|1000,1000,1,1,0,0,0.7004
ran_022511,random,3,96|618|1000,1000,1,1,0,0,0.8424
ran_022512,random,5,182|373|634|1000|1525,1000,1,1,0,0,0.7456
ran_022513,random,3,1000|1067|1136,1000,1,1,0,0,0.7243
ran_022514,random,2,351|1000,1000,1,1,0,0,0.2223
ran_022515,random,2,711|1000,1000,1,1,0,0,0.6712
ran_022516,random,5,358|618|712|1000|1502,1000,1,1,0,0,0.8289
ran_022517,random,3,376|1000|1305,1000,1,1,0,0,0.7504
ran_022518,random,3,397|721|1000,1000,1,1,0,0,0.5058
ran_022519,random,3,29|1000|1586,1000,1,1,0,0,0.3721
ran_022520,random,4,180|1000|1087|1429,1000,1,1,0,0,0.7417
ran_022521,random,2,1002|1143,1002,1,1,0,0,0.6188
ran_022522,random,2,1002|1050,1002,1,1,0,0,0.467
ran_022523,random,2,1002|1160,1002,1,1,0,0,0.3344
ran_022524,random,2,1002|1185,1002,1,1,0,0,0.7022
ran_022525,random,2,1002|1629,1002,1,1,0,0,0.7241
ran_022526,random,2,464|1002,1002,1,1,0,0,0.3265
ran_022527,random,4,520|788|868|1002,1002,1,1,0,0,0.7205
ran_022528,random,2,1003|1557,1003,1,1,0,0,0.7131
ran_022529,random,2,319|1004,1004,1,1,0,0,0.1375
ran_022530,random,3,449|945|1004,1004,1,1,0,0,0.5483
ran_022531,random,2,1004|1366,1004,1,1,0,0,0.7906
ran_022532,random,2,1004|1617,1004,1,1,0,0,0.9067
ran_022533,random,3,304|762|1004,1004,1,1,0,0,0.7452
ran_022534,random,4,71|1004|1051|1484,1004,1,1,0,0,0.5985
ran_022535,random,3,673|1004|1146,1004,1,1,0,0,0.7153
ran_022536,random,3,9|355|1004,1004,1,1,0,0,0.6964
ran_022537,random,4,31|118|1004|1127,1004,1,1,0,0,0.6906
ran_022538,random,4,337|633|781|1004,1004,1,1,0,0,0.6681
ran_022539,random,5,429|663|751|1004|1019,1004,1,1,0,0,0.7493
ran_022540,random,3,655|1004|1387,1004,1,1,0,0,0.6775
ran_022541,random,3,190|1005|1037,1005,1,1,0,0,0.496
ran_022542,random,4,925|1005|1422|1656,1005,1,1,0,0,0.7514
ran_022543,random,2,382|1006,1006,1,1,0,0,0.569
ran_022544,random,2,1006|1273,1006,1,1,0,0,0.4539
ran_022545,random,2,1006|1282,1006,1,1,0,0,0.8724
ran_022546,random,3,269|1006|1547,1006,1,1,0,0,0.5845
ran_022547,random,2,1006|1142,1006,1,1,0,0,0.5581
ran_022548,random,4,136|427|686|1006,1006,1,1,0,0,0.6473
ran_022549,random,2,60|1006,1006,1,1,0,0,0.882
ran_022550,random,3,557|1006|1016,1006,1,1,0,0,0.639
ran_022551,random,2,1006|1593,1006,1,1,0,0,0.8707
ran_022552,random,3,1006|1338|1461,1006,1,1,0,0,0.7734
ran_022553,random,3,1006|1152|1212,1006,1,1,0,0,0.7429
ran_022554,random,3,948|985|1006,1006,1,1,0,0,0.5654
ran_022555,random,3,1006|1196|1601,1006,1,1,0,0,0.8697
ran_022556,random,2,1007|1133,1007,1,1,0,0,0.9827
ran_022557,random,2,74|1007,1007,1,1,0,0,0.9496
ran_022558,random,2,1007|1651,1007,1,1,0,0,0.8852
ran_022559,random,2,126|1008,1008,1,1,0,0,0.2075
ran_022560,random,2,1008|1113,1008,1,1,0,0,0.753
ran_022561,random,2,789|1008,1008,1,1,0,0,0.8588
ran_022562,random,4,22|222|234|1008,1008,1,1,0,0,0.7206
ran_022563,random,5,303|613|957|1008|1438,1008,1,1,0,0,0.6889
ran_022564,random,4,730|734|1008|1311,1008,1,1,0,0,0.3921
ran_022565,random,2,1008|1580,1008,1,1,0,0,0.8897
ran_022566,random,3,353|1009|1249,1009,1,1,0,0,0.9473
ran_022567,random,4,280|505|840|1009,1009,1,1,0,0,0.8049
ran_022568,random,2,370|1009,1009,1,1,0,0,0.958
ran_022569,random,4,404|648|1010|1253,1010,1,1,0,0,0.8362
ran_022570,random,2,329|1010,1010,1,1,0,0,0.7292
ran_022571,random,2,1011|1021,1011,1,1,0,0,0.9454
ran_022572,random,2,1011|1088,1011,1,1,0,0,0.7137
ran_022573,random,2,150|1012,1012,1,1,0,0,0.4339
ran_022574,random,2,502|1012,1012,1,1,0,0,0.8165
ran_022575,random,2,1012|1061,1012,1,1,0,0,0.9448
ran_022576,random,2,1012|1555,1012,1,1,0,0,0.9411
ran_022577,random,2,1013|1082,1013,1,1,0,0,0.4738
ran_022578,random,4,403|949|1014|1512,1014,1,1,0,0,0.7481
ran_022579,random,2,1016|1279,1016,1,1,0,0,0.6359
ran_022580,random,2,802|1016,1016,1,1,0,0,0.7746
ran_022581,random,2,1017|1294,1017,1,1,0,0,0.6819
ran_022582,random,3,821|948|1017,1017,1,1,0,0,0.7293
ran_022583,random,2,664|1017,1017,1,1,0,0,0.834
ran_022584,random,2,145|1017,1017,1,1,0,0,0.4848
ran_022585,random,2,551|1017,1017,1,1,0,0,0.4464
ran_022586,random,2,1017|1173,1017,1,1,0,0,0.6322
ran_022587,random,2,1017|1182,1017,1,1,0,0,0.592
ran_022588,random,2,287|1017,1017,1,1,0,0,0.603
ran_022589,random,2,697|1017,1017,1,1,0,0,0.4183
ran_022590,random,4,471|840|958|1017,1017,1,1,0,0,0.8603
ran_022591,random,3,179|903|1018,1018,1,1,0,0,0.7655
ran_022592,random,2,977|1018,1018,1,1,0,0,0.7646
ran_022593,random,3,1018|1474|1532,1018,1,1,0,0,0.6987
ran_022594,random,2,18|1018,1018,1,1,0,0,0.5686
ran_022595,random,2,280|1018,1018,1,1,0,0,0.5694
ran_022596,random,2,1018|1499,1018,1,1,0,0,0.4226
ran_022597,random,2,601|1018,1018,1,1,0,0,0.4502
ran_022598,random,4,918|1018|1357|1358,1018,1,1,0,0,0.6024
ran_022599,random,4,17|56|823|1018,1018,1,1,0,0,0.5452
ran_022600,random,3,569|797|1018,1018,1,1,0,0,0.6522
ran_022601,random,2,308|1018,1018,1,1,0,0,0.6849
ran_022602,random,3,631|632|1018,1018,1,1,0,0,0.5854
ran_022603,random,5,729|825|946|1018|1578,1018,1,1,0,0,0.7574
ran_022604,random,2,126|1018,1018,1,1,0,0,0.7735
ran_022605,random,5,153|515|703|1018|1499,1018,1,1,0,0,0.5315
ran_022606,random,2,1018|1093,1018,1,1,0,0,0.6091
ran_022607,random,5,147|345|704|776|1018,1018,1,1,0,0,0.4524
ran_022608,random,2,1018|1282,1018,1,1,0,0,0.8474
ran_022609,random,2,1018|1261,1018,1,1,0,0,0.8467
ran_022610,random,4,119|675|861|1019,1019,1,1,0,0,0.9217
ran_022611,random,3,9|464|1020,1020,1,1,0,0,0.3346
ran_022612,random,2,1020|1484,1020,1,1,0,0,0.7905
ran_022613,random,3,516|945|1020,1020,1,1,0,0,0.3298
ran_022614,random,2,76|1020,1020,1,1,0,0,0.5009
ran_022615,random,3,1020|1140|1301,1020,1,1,0,0,0.8271
ran_022616,random,2,683|1020,1020,1,1,0,0,0.4567
ran_022617,random,2,1020|1561,1020,1,1,0,0,0.934
ran_022618,random,3,583|660|1020,1020,1,1,0,0,0.884
ran_022619,random,3,852|1020|1319,1020,1,1,0,0,0.3151
ran_022620,random,2,1020|1260,1020,1,1,0,0,0.9
ran_022621,random,2,809|1020,1020,1,1,0,0,0.9236
ran_022622,random,2,633|1020,1020,1,1,0,0,0.2639
ran_022623,random,2,1020|1121,1020,1,1,0,0,0.3145
ran_022624,random,2,18|1020,1020,1,1,0,0,0.8894
ran_022625,random,3,493|1020|1458,1020,1,1,0,0,0.8353
ran_022626,random,4,17|265|1020|1399,1020,1,1,0,0,0.5759
ran_022627,random,4,307|437|1020|1426,1020,1,1,0,0,0.7926
ran_022628,random,3,903|1020|1264,1020,1,1,0,0,0.8327
ran_022629,random,2,382|1020,1020,1,1,0,0,0.3036
ran_022630,random,2,103|1021,1021,1,1,0,0,0.9513
ran_022631,random,3,1021|1492|1615,1021,1,1,0,0,0.797
ran_022632,random,3,351|718|1021,1021,1,1,0,0,0.9682
ran_022633,random,2,1022|1305,1022,1,1,0,0,0.7262
ran_022634,random,3,105|1020|1022,1022,1,1,0,0,0.5572
ran_022635,random,2,1022|1491,1022,1,1,0,0,0.9276
ran_022636,random,2,1022|1429,1022,1,1,0,0,0.9008
ran_022637,random,3,703|712|1022,1022,1,1,0,0,0.5929
ran_022638,random,3,520|655|1022,1022,1,1,0,0,0.5502
ran_022639,random,2,281|1022,1022,1,1,0,0,0.3555
ran_022640,random,2,1022|1435,1022,1,1,0,0,0.8475
ran_022641,random,4,515|819|864|1022,1022,1,1,0,0,0.5746
ran_022642,random,3,419|426|1022,1022,1,1,0,0,0.7373
ran_022643,random,2,1022|1197,1022,1,1,0,0,0.9798
ran_022644,random,2,826|1023,1023,1,1,0,0,0.2727
ran_022645,random,2,74|1023,1023,1,1,0,0,0.2124
ran_022646,random,2,516|1023,1023,1,1,0,0,0.2655
ran_022647,random,3,81|1023|1029,1023,1,1,0,0,0.6025
ran_022648,random,3,775|1023|1516,1023,1,1,0,0,0.7567
ran_022649,random,3,562|1024|1634,1024,1,1,0,0,0.8776
ran_022650,random,2,1024|1184,1024,1,1,0,0,0.9763
ran_022651,random,2,519|1027,1027,1,1,0,0,0.9794
ran_022652,random,3,625|1027|1224,1027,1,1,0,0,0.774
ran_022653,random,3,460|1028|1134,1028,1,1,0,0,0.6829
ran_022654,random,2,1004|1029,1029,1,1,0,0,0.3539
ran_022655,random,2,12|1029,1029,1,1,0,0,0.5514
ran_022656,random,3,764|1031|1402,1031,1,1,0,0,0.9418
ran_022657,random,4,380|849|960|1031,1031,1,1,0,0,0.7484
ran_022658,random,2,325|1031,1031,1,1,0,0,0.5438
ran_022659,random,3,447|1031|1273,1031,1,1,0,0,0.7249
ran_022660,random,2,12|1031,1031,1,1,0,0,0.4661
ran_022661,random,4,403|724|739|1031,1031,1,1,0,0,0.7027
ran_022662,random,3,226|940|1031,1031,1,1,0,0,0.6175
ran_022663,random,3,119|286|1032,1032,1,1,0,0,0.4896
ran_022664,random,3,823|1033|1112,1033,1,1,0,0,0.7104
ran_022665,random,5,138|728|1030|1033|1154,1033,1,1,0,0,0.837
ran_022666,random,2,68|1033,1033,1,1,0,0,0.9668
ran_022667,random,3,898|1033|1411,1033,1,1,0,0,0.8977
ran_022668,random,2,427|1033,1033,1,1,0,0,0.8371
ran_022669,random,3,362|1033|1117,1033,1,1,0,0,0.7079
ran_022670,random,2,1033|1472,1033,1,1,0,0,0.7669
ran_022671,random,2,1033|1279,1033,1,1,0,0,0.9655
ran_022672,random,3,1033|1154|1306,1033,1,1,0,0,0.8219
ran_022673,random,2,1034|1638,1034,1,1,0,0,0.645
ran_022674,random,3,194|955|1034,1034,1,1,0,0,0.727
ran_022675,random,2,607|1035,1035,1,1,0,0,0.8748
ran_022676,random,2,1035|1396,1035,1,1,0,0,0.7801
ran_022677,random,2,765|1036,1036,1,1,0,0,0.4914
ran_022678,random,2,627|1036,1036,1,1,0,0,0.7576
ran_022679,random,2,619|1036,1036,1,1,0,0,0.4272
ran_022680,random,2,49|1036,1036,1,1,0,0,0.8166
ran_022681,random,5,42|88|955|1036|1423,1036,1,1,0,0,0.816
ran_022682,random,3,984|1037|1481,1037,1,1,0,0,0.6378
ran_022683,random,2,1037|1168,1037,1,1,0,0,0.7476
ran_022684,random,2,524|1037,1037,1,1,0,0,0.8394
ran_022685,random,2,226|1037,1037,1,1,0,0,0.6486
ran_022686,random,3,506|863|1037,1037,1,1,0,0,0.639
ran_022687,random,2,720|1037,1037,1,1,0,0,0.6605
ran_022688,random,3,41|241|1037,1037,1,1,0,0,0.7002
ran_022689,random,2,323|1038,1038,1,1,0,0,0.3474
ran_022690,random,2,506|1038,1038,1,1,0,0,0.5374
ran_022691,random,2,811|1038,1038,1,1,0,0,0.5904
ran_022692,random,5,528|817|1038|1068|1655,1038,1,1,0,0,0.7698
ran_022693,random,4,390|1038|1043|1570,1038,1,1,0,0,0.471
ran_022694,random,2,6|1038,1038,1,1,0,0,0.3621
ran_022695,random,5,513|522|668|1038|1160,1038,1,1,0,0,0.6782
ran_022696,random,5,51|66|618|627|1038,1038,1,1,0,0,0.7404
ran_022697,random,3,260|601|1038,1038,1,1,0,0,0.6514
ran_022698,random,3,135|492|1038,1038,1,1,0,0,0.3657
ran_022699,random,4,342|501|1038|1338,1038,1,1,0,0,0.537
ran_022700,random,4,469|960|1038|1127,1038,1,1,0,0,0.3956
ran_022701,random,2,55|1038,1038,1,1,0,0,0.7155
ran_022702,random,4,189|1038|1326|1441,1038,1,1,0,0,0.683
ran_022703,random,5,256|400|1038|1617|1629,1038,1,1,0,0,0.5866
ran_022704,random,5,542|648|828|1038|1605,1038,1,1,0,0,0.7043
ran_022705,random,3,0|889|1038,1038,1,1,0,0,0.2158
ran_022706,random,5,412|882|992|1038|1431,1038,1,1,0,0,0.7039
ran_022707,random,5,364|562|692|781|1038,1038,1,1,0,0,0.7353
ran_022708,random,2,163|1039,1039,1,1,0,0,0.4339
ran_022709,random,4,1039|1238|1333|1626,1039,1,1,0,0,0.4157
ran_022710,random,2,1039|1249,1039,1,1,0,0,0.824
ran_022711,random,2,1039|1245,1039,1,1,0,0,0.5995
ran_022712,random,4,642|1039|1131|1416,1039,1,1,0,0,0.6394
ran_022713,random,4,273|1039|1588|1635,1039,1,1,0,0,0.6676
ran_022714,random,3,283|1039|1561,1039,1,1,0,0,0.5524
ran_022715,random,3,116|990|1039,1039,1,1,0,0,0.6237
ran_022716,random,2,823|1041,1041,1,1,0,0,0.748
ran_022717,random,3,441|864|1041,1041,1,1,0,0,0.794
ran_022718,random,5,338|876|1016|1041|1332,1041,1,1,0,0,0.7556
ran_022719,random,2,1041|1515,1041,1,1,0,0,0.8215
ran_022720,random,3,862|1041|1134,1041,1,1,0,0,0.7922
ran_022721,random,2,112|1041,1041,1,1,0,0,0.5343
ran_022722,random,3,211|1042|1460,1042,1,1,0,0,0.8456
ran_022723,random,2,1042|1139,1042,1,1,0,0,0.9837
ran_022724,random,4,583|962|1042|1648,1042,1,1,0,0,0.8483
ran_022725,random,4,65|1042|1072|1287,1042,1,1,0,0,0.8419
ran_022726,random,2,158|1042,1042,1,1,0,0,0.762
ran_022727,random,4,87|580|1042|1162,1042,1,1,0,0,0.8131
ran_022728,random,3,168|1042|1411,1042,1,1,0,0,0.7346
ran_022729,random,3,348|1043|1507,1043,1,1,0,0,0.7199
ran_022730,random,2,338|1043,1043,1,1,0,0,0.4999
ran_022731,random,3,469|1043|1247,1043,1,1,0,0,0.8128
ran_022732,random,2,782|1043,1043,1,1,0,0,0.5948
ran_022733,random,3,760|770|1043,1043,1,1,0,0,0.4317
ran_022734,random,2,1043|1332,1043,1,1,0,0,0.6748
ran_022735,random,3,146|1043|1529,1043,1,1,0,0,0.6157
ran_022736,random,2,369|1043,1043,1,1,0,0,0.9611
ran_022737,random,3,1002|1043|1480,1043,1,1,0,0,0.7096
ran_022738,random,2,67|1043,1043,1,1,0,0,0.6874
ran_022739,random,2,521|1043,1043,1,1,0,0,0.7397
ran_022740,random,2,149|1043,1043,1,1,0,0,0.7144
ran_022741,random,3,1030|1043|1648,1043,1,1,0,0,0.8466
ran_022742,random,5,931|1043|1195|1252|1453,1043,1,1,0,0,0.7343
ran_022743,random,5,64|369|580|652|1043,1043,1,1,0,0,0.8025
ran_022744,random,2,694|1043,1043,1,1,0,0,0.5299
ran_022745,random,4,115|888|1043|1451,1043,1,1,0,0,0.6298
ran_022746,random,2,1037|1043,1043,1,1,0,0,0.3546
ran_022747,random,2,679|1043,1043,1,1,0,0,0.3647
ran_022748,random,3,1043|1343|1593,1043,1,1,0,0,0.7886
ran_022749,random,5,463|1038|1043|1512|1558,1043,1,1,0,0,0.4434
ran_022750,random,2,272|1043,1043,1,1,0,0,0.4161
ran_022751,random,2,1043|1069,1043,1,1,0,0,0.2981
ran_022752,random,2,483|1043,1043,1,1,0,0,0.4227
ran_022753,random,2,1043|1288,1043,1,1,0,0,0.3517
ran_022754,random,4,56|853|1043|1597,1043,1,1,0,0,0.6884
ran_022755,random,2,312|1043,1043,1,1,0,0,0.542
ran_022756,random,3,189|1043|1524,1043,1,1,0,0,0.5996
ran_022757,random,5,95|884|1043|1097|1608,1043,1,1,0,0,0.5337
ran_022758,random,3,1043|1460|1494,1043,1,1,0,0,0.7051
